-0.53538,-0.1842,0
-0.3088,-0.53421,0
0.39391,-0.78861,0
-0.15541,-0.86423,0
-0.2086,-0.7198,0
-0.09815,-0.06091,0
0.19877,-0.90601,0
-0.6951,0.25463,0
-0.09705,0.59568,0
-0.46726,-0.24081,0
0.06884,-0.68079,0
-0.26369,-1.28277,0
-0.64627,-1.2797,0
-0.86515,0.01515,0
-0.90742,-0.07807,0
-0.7402,-0.28348,0
-0.55652,-0.7061,0
-0.50191,-0.80652,0
-0.37774,-0.38282,0
0.31396,-0.17267,0
-0.32454,-0.21291,0
-1.41284,-0.61315,0
-0.7121,-1.16865,0
-0.04514,-0.64077,0
-0.48313,-0.16046,0
-0.52822,-0.38761,0
-0.57972,-0.36141,0
0.48924,-0.47023,0
-0.22941,-0.60806,0
0.08598,-0.60933,0
0.0942,-0.24872,0
0.03581,-0.14949,0
-0.53456,-0.67745,0
-0.74968,-0.61867,0
0.0883,0.11734,0
-0.37697,0.13929,0
-0.70891,-0.57637,0
-0.0429,0.20866,0
-0.32723,-1.09082,0
-0.14125,-0.60875,0
0.18657,-0.13771,0
0.1987,-0.63639,0
-0.40548,0.17443,0
0.07725,-0.43333,0
0.07972,-0.08078,0
-0.2601,0.24535,0
-0.6464,-0.60316,0
-0.14733,-0.32043,0
-0.59605,-0.2583,0
-0.42774,-0.46785,0
-0.25512,-0.57776,0
-0.34354,-0.69113,0
-0.0402,-0.17659,0
-0.39444,-0.57941,0
-0.39275,-0.66481,0
-0.50507,-0.36041,0
-0.50567,-0.42491,0
0.12112,-0.90595,0
-0.75137,0.00251,0
0.75315,1.02251,1
0.24306,0.55043,1
0.35435,-0.38308,1
0.62489,-0.18692,1
0.42538,0.49016,1
0.68806,0.53321,1
-0.11519,0.20743,1
0.90129,-0.20608,1
-0.21799,0.02305,1
0.09575,0.56703,1
0.46656,1.15106,1
-0.03126,1.44122,1
0.8889,0.607,1
0.39519,0.18495,1
0.08008,0.74133,1
-0.12713,0.61633,1
0.66427,0.16046,1
0.17491,-0.17067,1
0.39901,0.31107,1
0.471,0.36771,1
0.07477,0.64583,1
0.14699,0.31326,1
0.32075,-0.01507,1
0.63338,0.97286,1
-0.12914,0.31286,1
0.16694,0.04607,1
0.47047,0.58732,1
0.77833,-0.08756,1
0.34089,1.19824,1
0.47349,0.29751,1
0.51324,0.19919,1
0.0439,0.50639,1
-0.1835,0.17377,1
-0.16597,0.53644,1
0.17461,0.35015,1
0.75174,0.82282,1
0.14633,1.02392,1
0.14655,0.09608,1
-0.41224,0.16704,1
-0.22325,0.1369,1
0.55704,0.34039,1
0.79921,0.17895,1
0.80697,0.59299,1
1.11397,1.37268,1
0.74107,0.50151,1
0.66503,-0.05024,1
0.3931,0.3693,1
1.2085,0.80477,1
0.16521,0.00181,1
0.4192,0.87699,1
0.14883,1.01166,1
0.40322,0.89877,1
0.90948,-0.05088,1
0.60219,-0.29687,1
0.34288,0.61766,1
0.07659,0.40041,1
-0.37011,0.55622,1
0.88409,0.54207,1
0.55025,0.22209,1
